SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      	42      	43      	44      	45      	46      	47      	48      	49      	50      	51      	52      	53      	54      	55      	56      	57      	58      	59      	60      	61      	62      	63      	64      	65      	66      	67      	68      	69      	70      	71      	72      	73      	74      	75      	76      	77      	78      	79      	80      	81      	82      	83      	84      	85      	86      	87      	88      	89      	90      	91      	92      	93      	94      	95      	96      	97      	98      	99      	100     	101     	102     	103     	104     	105     	106     	107     	108     	109     	110     	111     	112     	113     	114     	115     	116     	117     	118     	119     	120     	121     	122     	123     	124     	125     	126     	127     	128     	129     	130     	131     	132     	133     	134     	135     	136     	137     	138     	139     	140     	141     	142     	143     	144     	145     	146     	147     	148     	149     	150     	151     	152     	153     	154     	155     	156     	157     	158     	159     	160     	161     	162     	163     	164     	165     	166     	167     	168     	169     	170     	171     	172     	173     	174     	175     	176     	177     	178     	179     	180     	181     	182     	183     	184     	185     	186     	187     	188     	189     	190     	191     	192     	193     	194     	195     	196     	197     	198     
141	0.99442726	0.99772274	0.99784195	0.99878913	0.99727052	0.99707323	0.99745238	0.99755192	0.99828136	0.99758214	0.99819452	0.99703628	0.99829704	0.99750584	0.99710673	0.99837315	0.99784166	0.99756205	0.99763244	0.99751711	0.99683613	0.99783754	0.99735034	0.99753755	0.99777460	0.99814814	0.99757248	0.99795121	0.99813718	0.99925786	0.99682599	0.99786109	0.99790496	0.99831897	0.99737424	0.99710172	0.99976867	0.99979609	0.99983025	0.99983704	0.99972022	0.99989867	0.99995542	0.99984926	0.99988741	0.99991947	1.00000000	0.99990124	0.99988884	0.99981892	0.99973130	0.99983376	0.99981159	0.99985647	0.99996191	0.99986672	0.99988478	0.99980998	0.99994975	0.99990726	0.99990869	0.99993354	0.99985093	0.99993110	0.99988472	0.99991202	0.99970978	0.99988836	0.99992222	0.99995559	0.99984658	0.99989963	0.99949533	0.99779344	0.99802685	0.99877286	0.99822360	0.99844885	0.99801177	0.99803078	0.99771214	0.99825597	0.99834377	0.99794632	0.99791104	0.99803346	0.99755955	0.99820101	0.99801725	0.99637097	1.00000000	0.99837875	0.99798012	0.99795508	0.99771756	0.99796361	0.99770862	0.99790257	0.99841034	0.99840629	0.99787939	0.99820971	0.99795926	NaN	0.99826390	0.99870968	0.99804896	0.99819696	0.99993843	0.99986839	0.99987650	0.99987632	0.99986029	0.99987876	0.99968684	0.99946940	0.99988502	0.99976200	0.99984509	0.99988443	0.99993855	0.99946642	0.99986112	0.99980092	0.99986666	0.99991351	0.99987882	0.99989641	0.99992269	0.99989426	0.99987662	0.99990773	0.99945146	0.99970186	0.99990296	0.99974519	1.00000000	0.99983740	0.99990952	0.99995190	0.99631518	0.99986118	0.99985188	0.99976742	0.99833292	0.99843073	0.99827141	0.99844164	0.99884766	0.99857038	0.99854565	0.99847698	0.99805504	0.99847144	0.99838704	0.99836475	0.99860984	0.99832189	0.99826276	0.99830657	NaN	0.99806714	0.99866807	0.99815655	0.99835348	0.99844068	0.99807405	NaN	0.99819016	0.99831712	0.99857622	0.99848473	0.99837059	0.99861169	0.99821842	0.99845022	0.99871057	0.99857217	0.99868757	0.99812949	0.99781466	0.99830019	0.99858618	0.99842507	0.99837357	0.99773091	0.99872559	0.99875325	0.99805915	0.99842024	0.99857551	0.99865955	0.99849111	0.99887794	0.99871343	0.99826247	0.99850470	0.99835867
142	1.00000000	0.99760479	0.99758607	0.99976414	0.99694771	0.99786448	0.99720019	0.99699271	0.99790013	0.99745280	0.99788797	0.99716532	0.99853188	0.99778610	0.99740118	0.99776083	0.99758685	0.99731290	0.99831802	0.99800092	0.99674809	0.99890316	0.99724895	0.99726349	0.99815512	0.99856162	0.99717927	0.99820745	0.99722320	0.99944168	0.99773830	0.99737906	0.99689633	0.99823356	0.99744773	0.99667144	0.99984300	0.99986553	0.99982911	0.99992532	0.99995506	0.99993461	0.99992490	0.99993807	0.99992937	0.99995458	1.00000000	0.99989414	0.99996054	0.99978596	0.99977922	0.99990487	0.99976176	0.99988872	0.99991375	0.99986827	0.99999362	0.99989152	0.99996334	0.99984807	0.99991953	0.99993217	0.99982423	0.99999386	0.99990165	0.99994129	0.99977875	0.99984306	0.99990922	0.99963158	0.99995708	0.99996489	0.99893767	0.99741882	0.99785912	0.99860072	0.99867761	0.99848574	0.99680281	0.99762923	0.99707913	0.99834239	0.99838328	0.99777573	0.99778289	0.99818265	0.99749410	0.99817789	0.99837685	0.99662077	1.00000000	0.99803340	0.99843341	0.99769580	0.99783593	0.99773157	0.99791372	0.99799418	0.99842906	0.99842995	0.99772745	0.99849612	0.99771076	NaN	0.99843073	0.99815357	0.99776846	0.99849671	0.99991512	0.99984598	0.99991143	0.99985617	0.99991751	0.99990952	0.99968350	0.99953675	0.99972552	0.99973118	0.99990141	0.99995697	0.99995828	0.99941081	0.99992019	0.99996167	0.99981534	0.99987710	0.99996340	0.99995172	0.99990892	0.99994504	0.99988800	0.99986595	1.00000000	0.99984831	0.99987656	0.99987721	0.99977165	0.99986446	0.99985623	0.99992585	0.99986118	0.99650812	0.99989170	0.99988037	0.99839997	0.99826306	0.99813914	0.99847007	0.99881828	0.99862754	0.99840343	0.99827909	0.99827850	0.99849713	0.99844170	0.99815130	0.99843621	0.99832994	0.99835920	0.99847728	NaN	0.99787444	0.99868166	0.99780524	0.99833685	0.99843359	0.99810374	NaN	0.99826646	0.99820709	0.99855268	0.99841970	0.99839979	0.99850327	0.99835342	0.99847215	0.99864227	0.99844378	0.99865925	0.99807370	0.99765545	0.99803185	0.99871451	0.99836636	0.99825591	0.99542511	0.99854577	0.99875253	0.99786091	0.99824840	0.99829262	0.99856788	0.99876124	0.99865353	0.99869013	0.99798667	0.99835604	0.99854106
143	1.00000000	0.99733061	0.99722242	0.99871325	0.99684763	0.99663472	0.99654740	0.99690312	0.99790281	0.99659824	0.99774843	0.99664670	0.99793029	0.99732631	0.99758047	0.99756157	0.99662298	0.99722683	0.99762112	0.99710989	0.99539572	0.99796623	0.99671715	0.99706900	0.99742615	0.99856490	0.99655885	0.99783677	0.99624628	0.99933773	0.99668503	0.99667853	0.99653512	0.99792558	0.99712986	0.99585348	0.99993122	0.99988198	0.99988735	0.99986386	0.99984604	0.99993092	0.99986792	0.99991345	0.99993503	0.99992162	1.00000000	0.99989444	0.99994260	0.99981457	0.99969149	0.99993843	0.99983811	0.99992359	0.99989796	0.99994737	0.99990332	0.99991387	0.99995714	0.99987400	0.99990541	0.99994242	0.99989259	0.99992269	0.99990165	0.99989754	0.99974948	0.99972546	0.99990577	0.99991459	0.99982971	0.99987710	0.99906868	0.99717146	0.99701023	0.99842983	0.99809915	0.99840301	0.99683481	0.99757570	0.99729413	0.99796051	0.99776560	0.99734402	0.99745387	0.99800569	0.99730253	0.99791884	0.99750251	0.99598372	0.99990225	0.99792421	0.99760497	0.99717844	0.99724287	0.99719048	0.99718636	0.99772102	0.99818522	0.99846524	0.99745524	0.99847668	0.99747157	NaN	0.99830174	0.99853444	0.99744582	0.99789035	0.99985594	0.99965936	0.99987274	0.99984562	0.99989593	0.99986571	0.99966156	0.99952447	0.99988210	0.99976271	0.99986905	0.99991465	0.99988770	0.99982482	0.99987286	0.99983186	0.99984699	0.99983090	0.99989712	0.99989086	0.99984872	0.99991900	0.99984318	0.99995506	1.00000000	0.99994493	0.99982858	0.99982941	1.00000000	0.99980885	0.99977463	0.99987572	0.99985188	0.99989170	0.99578381	0.99987680	0.99800938	0.99791980	0.99792480	0.99802709	0.99859238	0.99838346	0.99821705	0.99808425	0.99754667	0.99808115	0.99798888	0.99809867	0.99823338	0.99794805	0.99770802	0.99799508	1.00000000	0.99739474	0.99822509	0.99782240	0.99799830	0.99810743	0.99767369	NaN	0.99791342	0.99794161	0.99812365	0.99803931	0.99802482	0.99844384	0.99789548	0.99827957	0.99832571	0.99818057	0.99832559	0.99777436	0.99650961	0.99778175	0.99842852	0.99812114	0.99792767	0.99617749	0.99829400	0.99846578	0.99732155	0.99798590	0.99794370	0.99844927	0.99848098	0.99851024	0.99844772	0.99778181	0.99800277	0.99807471
144	1.00000000	0.99722445	0.99761689	0.99972034	0.99707860	0.99697602	0.99681896	0.99717909	0.99798697	0.99724281	0.99856031	0.99681652	0.99826169	0.99704081	0.99723428	0.99777329	0.99760014	0.99738729	0.99804258	0.99753958	0.99689490	0.99854988	0.99740344	0.99740964	0.99844223	0.99853885	0.99729759	0.99796599	0.99770916	0.99979997	0.99698710	0.99766141	0.99678391	0.99782974	0.99775088	0.99673569	0.99986869	0.99975353	0.99985951	0.99991089	0.99991107	0.99993432	0.99978012	0.99995965	1.00000000	0.99997538	NaN	0.99988109	0.99984574	0.99981052	0.99980909	0.99989682	0.99996597	0.99989170	0.99997032	0.99998128	0.99994713	0.99988955	0.99999017	0.99982458	0.99992317	0.99991697	0.99982619	0.99992228	0.99985689	0.99994433	0.99985904	0.99978286	0.99979424	0.99925452	0.99988222	0.99988467	0.99832195	0.99754882	0.99797267	0.99858636	0.99868071	0.99867487	0.99344260	0.99737781	0.99847835	0.99812537	0.99773675	0.99736279	0.99720258	0.99801648	0.99711311	0.99792993	0.99788713	0.99638397	1.00000000	0.99766898	0.99807781	0.99810582	0.99785757	0.99798340	0.99727255	0.99788868	0.99820286	0.99817127	0.99745154	0.99823594	0.99778014	NaN	0.99806094	0.99822009	0.99786764	0.99794567	0.99994284	0.99963647	0.99973553	0.99987411	0.99994802	0.99994016	0.99990684	0.99976301	0.99991995	0.99955750	0.99989104	0.99995488	0.99988467	0.99962348	0.99986482	0.99976945	0.99981707	0.99986333	0.99985820	0.99996662	0.99991739	0.99995750	0.99986249	0.99995208	1.00000000	0.99997747	0.99987292	0.99981952	1.00000000	0.99974597	0.99991477	0.99990898	0.99976742	0.99988037	0.99987680	0.99564922	0.99841350	0.99798417	0.99798149	0.99798125	0.99868846	0.99824202	0.99831682	0.99798441	0.99795300	0.99812442	0.99807256	0.99800223	0.99815685	0.99813646	0.99797863	0.99882674	0.95744681	0.99746370	0.99850243	0.99781656	0.99802798	0.99784809	0.99835604	NaN	0.99813730	0.99804783	0.99803990	0.99821711	0.99828249	0.99840438	0.99778903	0.99811214	0.99825019	0.99799109	0.99820995	0.99778342	0.99898911	0.99793488	0.99837387	0.99824518	0.99792212	0.99648279	0.99841356	0.99831825	0.99783576	0.99811482	0.99857551	0.99816561	0.99850547	0.99861103	0.99853486	0.99774683	0.99788135	0.99813569
145	1.00000000	0.99978280	0.99969548	1.00000000	0.99940765	0.99948978	0.99984032	0.99966937	0.99972683	0.99966854	0.99962014	0.99976546	0.99949479	0.99927974	0.99979520	0.99954599	0.99891669	0.99957329	0.99968201	0.99994594	0.99951017	0.99971664	0.99936289	0.99962527	0.99995381	0.99975896	0.99976933	0.99949503	0.99983346	0.99870855	0.99951166	0.99969041	0.99945831	0.99950475	0.99958873	0.99960756	0.99804026	0.99821949	0.99869525	0.99872798	0.99882710	0.99899542	0.99852312	0.99883610	0.99837583	0.99875069	1.00000000	0.99853903	0.99824244	0.99861872	0.99814594	0.99871379	0.99796385	0.99894154	0.99939120	0.99859655	0.99921733	0.99862045	0.99959964	0.99845183	0.99894893	0.99901932	0.99904162	0.99926621	0.99889338	0.99865109	0.99809796	0.99829847	0.99848413	0.99703574	0.99876100	0.99838424	0.99990529	0.99970692	0.99948108	0.99912316	0.99943143	0.99949509	0.99990410	0.99949855	0.99967146	0.99947971	0.99964225	0.99962872	0.99946964	0.99959868	0.99952817	0.99972147	0.99959707	0.99958724	0.99985677	0.99958557	0.99959326	0.99974257	0.99953532	0.99938774	0.99945903	0.99974406	0.99914175	0.99948686	0.99969095	0.99996114	0.99972361	NaN	0.99968475	0.99974972	0.99946910	0.99963534	0.99836498	0.99866605	0.99779469	0.99878567	0.99845576	0.99824393	0.99817663	0.99809289	0.99911481	0.99799472	0.99825931	0.99836946	0.99816179	0.99734324	0.99856210	0.99834400	0.99874163	0.99842614	0.99762952	0.99866170	0.99814731	0.99892771	0.99823743	0.99909413	1.00000000	0.99735624	0.99868745	0.99832183	0.99850345	0.99804527	0.99834031	0.99880749	0.99833292	0.99839997	0.99800938	0.99841350	0.99164212	0.99955958	0.99953479	0.99957806	0.99964994	0.99953002	0.99961644	0.99945235	0.99920547	0.99939817	0.99928522	0.99971896	0.99958688	0.99946922	0.99964994	0.99937153	0.99224806	0.99950802	0.99947572	0.99929529	0.99926603	0.99939775	0.99937278	NaN	0.99948645	0.99954355	0.99953443	0.99957120	0.99953341	0.99955910	0.99947429	0.99943346	0.99954247	0.99945009	0.99951077	0.99953592	0.99965340	0.99930465	0.99958503	0.99957430	0.99949747	0.99874187	0.99930167	0.99941576	0.99955422	0.99949819	0.99958521	0.99956220	0.99933398	0.99961960	0.99935544	0.99934804	0.99965376	0.99972576
146	1.00000000	0.99970639	0.99961841	1.00000000	0.99969685	0.99948436	0.99980748	0.99948096	0.99984050	0.99985826	0.99977285	0.99980772	0.99949765	0.99932665	0.99960339	0.99946684	0.99905765	0.99960101	0.99960637	0.99982017	0.99948996	0.99994200	0.99959391	0.99952430	0.99987346	0.99971628	0.99977022	0.99957973	0.99964231	0.99868500	0.99954969	0.99953777	0.99967450	0.99960864	0.99968511	0.99936205	0.99795681	0.99778044	0.99874407	0.99861038	0.99883932	0.99884731	0.99848896	0.99902666	0.99831337	0.99889237	NaN	0.99871999	0.99819785	0.99880171	0.99822533	0.99883956	0.99798566	0.99858320	0.99921465	0.99824816	0.99909246	0.99886322	0.99953824	0.99809444	0.99911314	0.99910742	0.99923539	0.99934530	0.99895084	0.99870646	0.99822474	0.99823129	0.99842089	0.99772727	0.99873239	0.99838722	1.00000000	0.99949419	0.99970609	0.99911928	0.99926549	0.99960858	0.99947643	0.99956888	0.99981970	0.99963570	0.99960679	0.99964875	0.99965376	0.99974948	0.99960709	0.99954772	0.99959344	0.99963588	0.99986118	0.99967331	0.99951345	0.99969321	0.99951875	0.99929273	0.99950165	0.99972367	0.99945331	0.99977922	0.99964595	0.99953997	0.99970865	NaN	0.99959171	0.99944085	0.99948823	0.99967623	0.99836367	0.99871498	0.99786854	0.99898767	0.99821168	0.99854130	0.99835598	0.99879158	0.99946880	0.99842441	0.99833912	0.99824321	0.99845421	0.99711204	0.99877924	0.99818867	0.99873209	0.99858773	0.99788332	0.99879736	0.99826056	0.99890876	0.99842548	0.99893105	1.00000000	0.99771845	0.99840283	0.99830425	0.99823719	0.99838603	0.99842322	0.99870980	0.99843073	0.99826306	0.99791980	0.99798417	0.99955958	0.99150026	0.99959654	0.99968195	0.99959052	0.99958622	0.99953264	0.99942905	0.99928296	0.99942935	0.99925226	0.99958885	0.99964696	0.99948823	0.99951333	0.99930280	0.98333335	0.99949443	0.99959147	0.99947226	0.99932808	0.99954486	0.99929345	NaN	0.99946994	0.99947208	0.99934679	0.99945897	0.99954331	0.99947822	0.99952698	0.99948955	0.99947900	0.99951333	0.99919891	0.99951375	0.99974769	0.99929088	0.99947542	0.99969834	0.99958360	0.99835122	0.99936908	0.99952328	0.99965292	0.99945205	0.99942672	0.99971396	0.99950022	0.99958700	0.99942470	0.99926215	0.99967450	0.99971068
147	1.00000000	0.99965340	0.99956715	1.00000000	0.99939519	0.99920321	0.99974006	0.99954140	0.99969828	0.99971533	0.99963695	0.99974102	0.99956238	0.99934042	0.99965334	0.99930358	0.99895257	0.99962962	0.99969453	0.99982077	0.99949855	0.99978876	0.99954182	0.99949402	0.99995506	0.99978143	0.99980813	0.99936563	0.99959004	0.99863434	0.99957478	0.99955523	0.99972934	0.99954438	0.99941659	0.99950200	0.99794215	0.99799818	0.99870867	0.99866867	0.99879497	0.99874264	0.99836129	0.99896097	0.99843389	0.99882901	1.00000000	0.99871236	0.99806035	0.99863803	0.99810702	0.99859470	0.99810380	0.99856234	0.99910569	0.99841070	0.99902135	0.99876851	0.99942613	0.99797058	0.99901485	0.99908853	0.99898511	0.99936074	0.99897259	0.99876243	0.99817079	0.99814582	0.99835932	0.99773443	0.99858850	0.99838161	1.00000000	0.99940932	0.99958289	0.99920857	0.99933851	0.99955386	0.99951786	0.99945366	0.99962848	0.99937165	0.99957341	0.99960512	0.99934691	0.99969667	0.99950385	0.99953699	0.99957407	0.99952924	0.99949485	0.99940151	0.99940413	0.99971515	0.99952054	0.99917305	0.99950624	0.99968344	0.99910474	0.99957508	0.99966729	0.99996042	0.99968415	NaN	0.99953830	0.99949682	0.99943626	0.99968547	0.99821931	0.99899882	0.99780756	0.99871564	0.99840659	0.99826825	0.99816996	0.99854255	0.99783427	0.99834335	0.99833947	0.99843454	0.99858093	0.99717766	0.99877250	0.99815863	0.99853009	0.99841660	0.99779230	0.99869794	0.99817508	0.99906063	0.99832636	0.99894559	1.00000000	0.99747604	0.99854928	0.99817741	1.00000000	0.99824721	0.99832308	0.99870139	0.99827141	0.99813914	0.99792480	0.99798149	0.99953479	0.99959654	0.99182433	0.99950582	0.99959528	0.99960607	0.99957651	0.99923265	0.99899048	0.99921292	0.99915636	0.99951470	0.99956274	0.99933422	0.99952042	0.99903220	0.99224806	0.99937779	0.99943256	0.99926084	0.99923503	0.99940413	0.99921507	NaN	0.99909699	0.99940366	0.99938196	0.99931109	0.99938476	0.99950433	0.99943089	0.99920845	0.99936587	0.99931425	0.99939322	0.99947804	0.99936295	0.99912113	0.99933517	0.99939513	0.99941432	0.99875170	0.99928635	0.99934751	0.99958283	0.99937725	0.99929661	0.99954349	0.99932742	0.99949199	0.99928707	0.99922651	0.99950552	0.99953067
148	1.00000000	0.99978256	0.99965852	0.99977314	0.99956065	0.99939102	0.99989909	0.99953067	0.99985969	0.99973696	0.99963123	0.99971867	0.99942225	0.99938095	0.99963844	0.99951106	0.99877536	0.99970460	0.99966699	0.99994630	0.99946439	0.99977911	0.99942183	0.99964797	0.99995470	0.99978673	0.99974048	0.99961770	0.99987334	0.99857193	0.99955595	0.99958873	0.99961370	0.99971282	0.99947548	0.99969137	0.99833477	0.99804693	0.99884319	0.99871224	0.99866748	0.99887979	0.99852121	0.99907827	0.99849409	0.99888939	1.00000000	0.99862486	0.99848646	0.99885005	0.99836767	0.99868596	0.99849284	0.99861377	0.99919033	0.99855971	0.99913704	0.99877435	0.99947137	0.99837965	0.99901432	0.99911517	0.99924135	0.99926084	0.99878269	0.99879718	0.99826616	0.99830240	0.99835432	0.99757648	0.99858993	0.99869627	0.99986112	0.99961424	0.99952036	0.99905926	0.99940068	0.99956977	0.99959618	0.99931514	0.99955851	0.99966180	0.99957013	0.99954849	0.99952227	0.99975240	0.99964625	0.99961430	0.99956059	0.99960321	0.99987143	0.99960679	0.99965459	0.99973083	0.99957359	0.99919045	0.99956822	0.99962550	0.99923593	0.99970436	0.99970388	0.99973512	0.99974024	NaN	0.99955958	0.99948066	0.99956965	0.99968803	0.99843484	0.99847144	0.99807835	0.99886638	0.99842119	0.99847883	0.99831146	0.99804038	0.99917626	0.99826670	0.99850023	0.99844080	0.99850929	0.99626350	0.99879581	0.99825025	0.99864763	0.99847150	0.99808681	0.99891049	0.99843591	0.99889523	0.99835712	0.99903077	1.00000000	0.99820155	0.99870110	0.99835640	0.99712723	0.99831343	0.99855733	0.99878132	0.99844164	0.99847007	0.99802709	0.99798125	0.99957806	0.99968195	0.99950582	0.99254125	0.99953943	0.99972105	0.99963665	0.99941409	0.99936509	0.99934781	0.99921179	0.99954540	0.99948877	0.99960637	0.99941564	0.99955684	0.99224806	0.99943590	0.99953783	0.99934644	0.99925441	0.99951810	0.99942768	NaN	0.99958533	0.99959749	0.99951106	0.99948430	0.99950814	0.99951130	0.99946374	0.99929959	0.99956352	0.99955267	0.99913454	0.99954194	0.99978441	0.99940521	0.99960136	0.99968421	0.99956089	0.99878019	0.99942052	0.99954510	0.99961728	0.99955028	0.99932188	0.99952596	0.99949247	0.99959773	0.99941254	0.99932772	0.99956834	0.99965829
149	0.99969298	0.99973458	0.99968809	0.99981958	0.99967855	0.99944812	0.99983299	0.99963164	0.99985200	0.99981940	0.99977821	0.99968088	0.99959737	0.99934155	0.99960059	0.99957132	0.99919140	0.99966258	0.99964243	0.99984294	0.99955410	0.99977654	0.99938077	0.99941635	0.99996632	0.99973935	0.99967718	0.99950749	0.99956965	0.99884748	0.99950039	0.99967617	0.99977803	0.99953741	0.99963516	0.99957877	0.99844790	0.99839425	0.99917495	0.99916708	0.99913174	0.99925768	0.99907571	0.99920952	0.99892229	0.99921334	NaN	0.99903065	0.99882126	0.99915642	0.99874091	0.99905026	0.99865061	0.99897516	0.99946195	0.99893320	0.99939632	0.99895424	0.99965948	0.99862063	0.99945122	0.99940801	0.99941516	0.99952203	0.99930567	0.99925017	0.99869072	0.99889451	0.99886119	0.99873942	0.99902815	0.99897212	0.99974662	0.99953848	0.99958473	0.99913156	0.99936366	0.99960864	0.99968255	0.99940342	0.99967545	0.99949992	0.99963224	0.99968797	0.99945360	0.99982643	0.99965489	0.99962008	0.99962348	0.99962825	0.99955714	0.99964005	0.99957478	0.99981868	0.99944305	0.99932021	0.99952519	0.99970293	0.99932754	0.99964786	0.99974036	0.99945724	0.99972117	NaN	0.99960858	0.99936694	0.99955583	0.99963546	0.99881035	0.99910039	0.99857509	0.99901021	0.99888414	0.99894679	0.99882573	0.99917567	0.99925673	0.99877822	0.99884444	0.99886042	0.99898475	0.99852109	0.99916530	0.99869502	0.99921757	0.99885887	0.99858111	0.99921352	0.99880177	0.99938196	0.99884039	0.99928880	1.00000000	0.99830127	0.99900502	0.99879569	0.99878526	0.99880087	0.99900371	0.99911547	0.99884766	0.99881828	0.99859238	0.99868846	0.99964994	0.99959052	0.99959528	0.99953943	0.99300838	0.99969083	0.99956632	0.99943721	0.99939150	0.99944252	0.99937069	0.99947590	0.99958271	0.99961025	0.99959320	0.99941134	0.99090910	0.99944413	0.99957597	0.99940354	0.99941814	0.99945760	0.99947131	NaN	0.99951446	0.99959308	0.99957180	0.99952310	0.99960822	0.99957222	0.99947017	0.99948603	0.99950111	0.99948537	0.99931771	0.99958438	0.99965781	0.99941593	0.99947888	0.99970126	0.99951816	0.99876565	0.99942112	0.99940366	0.99956346	0.99965537	0.99955827	0.99955070	0.99943018	0.99961102	0.99947023	0.99918628	0.99957716	0.99966127
150	1.00000000	0.99982077	0.99970895	0.99986541	0.99940664	0.99948531	0.99984419	0.99964303	0.99954414	0.99978673	0.99974674	0.99982685	0.99944586	0.99930280	0.99974245	0.99957037	0.99908912	0.99970275	0.99957854	0.99989617	0.99946779	0.99977195	0.99931270	0.99949896	0.99996650	0.99968106	0.99972713	0.99960059	0.99979478	0.99881279	0.99951065	0.99961346	0.99969798	0.99969894	0.99963969	0.99963164	0.99827510	0.99825180	0.99894118	0.99880588	0.99893171	0.99902481	0.99885207	0.99912918	0.99851102	0.99906260	1.00000000	0.99887544	0.99850988	0.99899393	0.99850088	0.99907130	0.99855113	0.99883854	0.99937505	0.99858546	0.99930143	0.99895614	0.99958813	0.99835265	0.99927622	0.99915987	0.99915308	0.99935871	0.99910307	0.99881136	0.99852753	0.99862826	0.99849170	0.99753851	0.99866027	0.99870706	0.99965864	0.99961823	0.99962878	0.99928093	0.99938166	0.99962848	0.99963993	0.99953884	0.99937284	0.99959344	0.99969506	0.99965578	0.99947447	0.99979556	0.99959975	0.99967182	0.99952531	0.99964029	0.99977231	0.99958563	0.99966782	0.99973434	0.99962014	0.99939144	0.99968064	0.99973202	0.99933255	0.99951249	0.99975038	0.99989218	0.99965996	NaN	0.99968797	0.99962121	0.99947059	0.99969518	0.99860668	0.99898756	0.99834752	0.99904037	0.99856246	0.99866307	0.99865729	0.99872798	0.99842656	0.99800068	0.99838400	0.99866366	0.99867475	0.99648941	0.99896699	0.99846596	0.99895638	0.99880546	0.99820822	0.99904424	0.99855858	0.99919802	0.99864763	0.99924463	1.00000000	0.99807572	0.99874729	0.99864078	0.99861050	0.99843484	0.99853849	0.99896306	0.99857038	0.99862754	0.99838346	0.99824202	0.99953002	0.99958622	0.99960607	0.99972105	0.99969083	0.99241716	0.99979120	0.99939454	0.99944490	0.99940163	0.99939758	0.99963975	0.99955314	0.99959254	0.99964905	0.99953026	0.99224806	0.99946702	0.99956185	0.99936968	0.99938500	0.99955171	0.99956423	NaN	0.99953604	0.99957603	0.99960965	0.99951667	0.99960500	0.99968183	0.99948192	0.99950480	0.99957216	0.99953389	0.99933249	0.99964535	0.99979138	0.99933934	0.99958700	0.99969304	0.99965662	0.99869287	0.99951172	0.99959397	0.99960506	0.99952692	0.99951077	0.99964583	0.99942094	0.99969745	0.99957824	0.99932712	0.99962282	0.99974549
151	1.00000000	0.99971092	0.99963111	1.00000000	0.99936914	0.99954373	0.99984264	0.99962270	0.99978662	0.99976552	0.99980813	0.99983633	0.99944580	0.99942625	0.99969304	0.99958831	0.99906820	0.99972439	0.99974346	0.99987501	0.99967885	0.99983060	0.99928463	0.99954677	0.99984032	0.99980545	0.99973607	0.99964058	0.99987566	0.99875110	0.99941605	0.99961287	0.99960512	0.99967730	0.99948090	0.99971646	0.99824041	0.99800247	0.99880779	0.99859422	0.99876976	0.99895287	0.99863297	0.99910235	0.99864095	0.99890119	1.00000000	0.99886662	0.99848276	0.99871409	0.99832731	0.99882543	0.99832058	0.99885786	0.99924725	0.99859154	0.99923748	0.99885625	0.99947780	0.99821252	0.99902225	0.99909258	0.99919885	0.99936044	0.99907202	0.99864584	0.99859959	0.99833441	0.99847567	0.99736410	0.99858129	0.99858481	0.99990654	0.99964309	0.99966818	0.99916381	0.99952066	0.99965167	0.99922192	0.99951023	0.99954373	0.99958771	0.99970037	0.99960423	0.99939877	0.99973911	0.99956292	0.99969250	0.99973816	0.99959451	0.99951714	0.99962121	0.99974799	0.99981588	0.99957412	0.99929988	0.99952227	0.99973464	0.99926096	0.99958354	0.99970281	0.99958193	0.99973905	NaN	0.99957663	0.99912113	0.99945354	0.99966109	0.99845564	0.99895269	0.99810535	0.99869317	0.99848109	0.99861521	0.99876261	0.99898618	0.99823362	0.99850088	0.99835432	0.99842781	0.99856091	0.99655318	0.99883521	0.99833250	0.99882853	0.99860716	0.99800241	0.99884874	0.99834591	0.99899930	0.99832767	0.99912113	0.99927062	0.99779892	0.99866974	0.99841887	0.99887592	0.99824101	0.99849594	0.99872637	0.99854565	0.99840343	0.99821705	0.99831682	0.99961644	0.99953264	0.99957651	0.99963665	0.99956632	0.99979120	0.99203581	0.99929821	0.99944943	0.99948287	0.99937510	0.99949867	0.99954647	0.99951851	0.99960357	0.99938375	0.99224806	0.99951261	0.99965727	0.99939358	0.99912906	0.99962556	0.99938768	NaN	0.99943274	0.99963504	0.99967027	0.99944907	0.99965149	0.99974227	0.99952251	0.99950755	0.99963665	0.99958354	0.99938053	0.99958926	0.99986184	0.99939764	0.99951690	0.99977583	0.99962395	0.99833471	0.99950099	0.99951631	0.99966151	0.99953717	0.99954408	0.99950236	0.99936891	0.99970490	0.99942768	0.99925619	0.99965405	0.99972248
